DateTime,Animal,VO2_M,VCO2_M,VH2O_M,kcal_hr_M,RER_M,FoodInA_M,WaterInA_M,BodyMass_Mnz,PedSpeed_Mnz,PedMeters_M,PedMeters_R,AllMeters_M,AllMeters_R,XBreak_R,YBreak_R,ZBreak_R,EnviroTemp_M,EnviroRH_M,EnviroBP_M,EnviroLightlux_M,EnviroOccupancy_M,EnviroSound_M,Still_pct_M,Sleep_pct_M
2023/06/30 07:28:49,2_1,1.436095,1.342985,0.2276251,0.4286995,0.9409178,12.81829,4.103122,28.60864,0.02195913,1397.878,45.32983,1519.609,49.44128,3092,3299,367,30.832,32.66354,100.8683,1,12.50743,1498.76,86.88889,79.36111
2023/06/30 08:28:49,2_1,1.281811,1.18997,0.2453667,0.3820633,0.9319314,13.00276,4.131045,28.51289,0.02024777,1427.877,22.50061,1553.249,25.98169,1844,2192,374,30.61177,33.05085,100.8853,2.728055,14.84816,1842.57,77.30556,74.13889
2023/06/30 09:28:49,2_1,1.165013,1.050514,0.2947699,0.3451912,0.9099918,13.24769,4.318446,28.3383,0.02171385,1456.627,23.95703,1585.641,26.59558,1709,1846,186,30.20758,33.95041,100.5466,42.70694,64.84827,4126.21,86.25,81.33334
2023/06/30 10:28:49,2_1,1.429704,1.453429,0.7332823,0.4345174,1.035406,13.87194,6.128313,28.05285,0.02424715,1501.497,53.448,1633.696,57.60693,3216,3591,696,30.42662,33.80823,100.8699,8.968056,18.06338,1513.905,64.05556,58.11111
2023/06/30 11:28:49,2_1,0.7550209,0.8873413,0.5286703,0.2374162,1.207318,15.03324,6.353242,28.09066,0.01495625,1523.131,2.048096,1657.875,2.844971,335,563,74,30.63723,33.07273,100.8639,1,12.50517,1446.15,92.47222,85.22222
2023/06/30 12:28:49,2_1,0.6895002,0.7751591,0.3554099,0.2144788,1.149708,15.12526,6.464384,28.21312,0.01305022,1524.597,0.6962891,1659.78,1.045288,107,306,179,30.69505,32.41268,100.8364,1,12.50703,1543.647,94.38889,89.36111
2023/06/30 13:28:49,2_1,0.8461546,0.8162774,0.2849184,0.2542499,0.9730389,15.21288,6.542988,28.22804,0.0141897,1527.896,3.926147,1664.394,5.373901,576,780,72,30.60129,32.86286,100.8077,1,12.50748,1421.615,80.11111,68.52778
2023/06/30 14:28:49,2_1,0.7926171,0.7535613,0.2241763,0.2374286,0.9576595,15.31539,6.563648,28.19277,0.01405582,1529.521,1.625,1666.77,2.388062,232,561,116,30.66524,32.41321,100.7681,1,12.50192,1370.721,91.05556,84.47222
2023/06/30 15:28:49,2_1,0.9354645,0.8800153,0.196078,0.2795978,0.9408762,15.34202,6.665004,28.41227,0.01618889,1533.635,4.275757,1671.786,5.589844,557,780,213,30.56075,33.00322,100.7171,5.663889,17.29907,1391.533,93.66666,92.22222
2023/06/30 16:28:49,2_1,1.063922,0.9487248,0.181164,0.3145325,0.9027029,15.38636,6.799919,28.54783,0.016433,1539.254,5.503052,1679.053,6.679077,567,685,232,30.44534,32.95036,100.6721,29.47472,22.06205,1340.843,88.91666,86.5
2023/06/30 17:28:49,2_1,0.8736652,0.8154335,0.1628614,0.260699,0.9304677,15.39675,6.824647,28.30591,0.01319978,1541.218,1.705933,1681.808,2.636841,390,382,118,30.64898,32.74174,100.6402,1,12.5053,1314.852,99.44444,99.44444
2023/06/30 18:28:49,2_1,1.008496,0.9525076,0.1663669,0.3016774,0.9492626,15.4403,6.855163,28.43495,0.01418808,1543.581,3.441895,1685.319,5.516235,854,1057,60,30.52897,32.76997,100.6427,0.5466667,12.50605,1436.271,95.69444,95.38889
2023/06/30 19:28:49,2_1,1.18916,1.097619,0.1783593,0.3540269,0.9213663,15.61871,6.942576,28.41949,0.01627745,1550.852,9.30835,1695.048,11.37439,843,1081,841,30.85151,32.44261,100.6335,0,12.50561,1285.5,78.91666,78.91666
2023/06/30 20:28:49,2_1,1.14439,1.077592,0.1870226,0.3421115,0.9375221,15.79177,7.067104,28.49651,0.0180419,1568.471,20.78259,1715.433,24.24512,1845,2192,607,30.72257,32.67511,100.6276,0,12.50691,1354.963,80.86111,80.86111
2023/06/30 21:28:49,2_1,1.170567,1.107016,0.2436118,0.3502538,0.9491783,15.95362,7.12377,28.45988,0.01723791,1587.977,17.1344,1738.569,19.99768,1606,1693,452,30.67308,32.9216,100.676,0,12.5064,1280.002,84.94444,82.88889
2023/06/30 22:28:49,2_1,0.882252,0.8339199,0.1916517,0.2639562,0.9408366,16.0816,7.153944,28.37057,0.01609846,1594.609,3.853394,1746.67,5.030518,391,660,204,30.68522,32.70744,100.7138,0,12.51389,1377.238,90.52778,89.55556
2023/06/30 23:28:49,2_1,1.062284,1.023505,0.1998475,0.3191076,0.9615702,16.25772,7.158278,28.22987,0.01953484,1600.895,10.1814,1754.248,11.99182,931,1093,668,30.63627,32.99424,100.7213,0,12.5077,1238.313,85.91666,85.91666
2023/07/01 00:28:49,2_1,1.125575,1.070395,0.2175479,0.3371849,0.9457199,16.43575,7.2019,28.19809,0.0211787,1609.339,15.48853,1764.18,17.25732,1053,1232,671,30.70704,32.51099,100.7384,0,12.50871,1401.426,80.16666,78.97222
2023/07/01 01:28:49,2_1,1.431401,1.341387,0.267923,0.4274836,0.9416906,16.7416,7.430275,28.20023,0.01813567,1637.637,32.11377,1796.334,37.0155,2671,2889,967,30.61412,33.23151,100.7006,0,12.50699,1267.849,79.30556,75.55556
2023/07/01 02:28:49,2_1,0.8871708,0.8390344,0.2745557,0.2654587,0.9406143,16.84318,7.46367,28.12895,0.01083739,1656.252,2.4823,1818.083,3.324707,242,421,183,30.67904,32.92441,100.6643,0,12.51013,1217.962,99.19444,98.88889
2023/07/01 03:28:49,2_1,0.8013966,0.7405128,0.1964214,0.2386387,0.9199503,17.08282,7.46367,28.01151,0.01283773,1657.699,2.231689,1819.954,3.09436,296,384,56,30.6575,32.82833,100.6225,0,12.51015,1413.887,94.11111,94.11111
2023/07/01 04:28:49,2_1,1.058812,0.9859133,0.1979611,0.3157918,0.9304149,17.34085,7.548118,27.97191,0.01539452,1662.471,8.277954,1826.234,10.46924,1143,1139,276,30.63839,33.03712,100.6207,0,12.50667,1249.456,95.52778,94.91666
2023/07/01 05:28:49,2_1,1.112664,1.012771,0.2184537,0.3303081,0.914609,17.61769,7.66651,27.96176,0.01790275,1676.858,14.1272,1843.626,16.94141,1653,1494,198,30.71236,32.60254,100.6529,0,12.50805,1362.674,91.88889,90.72222
2023/07/01 06:28:49,2_1,1.095804,1.033408,0.2153725,0.3276907,0.9436822,17.76791,7.704792,27.79058,0.01929594,1687.867,20.6344,1856.6,23.49841,1753,1864,405,30.54161,33.39253,100.7071,0.7141666,13.66319,1477.297,88.11111,86.44444
2023/07/01 07:28:49,2_1,1.390673,1.335495,0.2875548,0.4174619,0.9608949,18.37169,7.929536,27.85756,0.02008999,1721.589,41.72375,1894.623,46.47607,3056,3467,900,30.80816,32.68475,100.7662,1,12.50755,1298.341,65.80556,61.94444
2023/07/01 08:28:49,2_1,1.3585,1.287769,0.2987693,0.4066873,0.9503039,18.99617,8.129326,27.98355,0.01840573,1760.434,33.95935,1938.418,39.07849,2899,3418,555,30.58048,32.96785,100.8199,9.890278,16.49812,1772.736,73.61111,66.44444
2023/07/01 09:28:49,2_1,0.8958289,0.804213,0.2162534,0.2651953,0.9000586,19.19391,8.27439,28.02468,0.0144845,1780.858,3.995972,1962.204,4.983643,443,622,264,30.62959,32.85765,100.8142,1,12.50454,1224.212,95.72222,95.72222
2023/07/01 10:28:49,2_1,0.7588383,0.6613868,0.1656805,0.2233245,0.8688189,19.22795,8.274455,27.92505,0.01096158,1782.132,0.7989502,1964.05,1.40271,112,276,30,30.76379,32.25225,100.8071,1,12.50714,1335.211,95.77778,95.77778
2023/07/01 11:28:49,2_1,0.7040545,0.5943686,0.1335558,0.205923,0.8452271,19.25477,8.274455,27.88097,0.009838867,1782.61,0.2406006,1965.054,0.6767578,113,241,61,30.67793,32.79197,100.7712,1,12.50649,1308.997,95.97222,95.13889
2023/07/01 12:28:49,2_1,0.7911568,0.6599759,0.1263338,0.2308729,0.8354195,19.29456,8.30447,27.89052,0.01354276,1783.468,1.734375,1966.27,2.27002,212,315,294,30.74478,32.18231,100.704,1,12.504,1345.302,93.05556,93.05556
2023/07/01 13:28:49,2_1,0.8238707,0.6992349,0.1362756,0.2412137,0.8422311,19.35431,8.346515,27.86506,0.009077401,1784.671,0.5112305,1967.937,1.31665,182,570,546,30.67368,32.46671,100.6176,1,12.50851,1267.527,85.72222,84.83334
2023/07/01 14:28:49,2_1,0.9889471,0.8685901,0.1754887,0.2914861,0.8719957,19.58042,8.519703,27.98382,0.01390627,1790.16,6.766724,1975.163,8.407471,755,954,895,30.75027,32.00375,100.5511,1,12.50616,1382.197,85.55556,85.55556
2023/07/01 15:28:49,2_1,0.8070921,0.7284587,0.1513208,0.2391855,0.9056993,19.74271,8.554216,28.0857,0.01192703,1793.62,2.089966,1979.645,2.620239,257,279,127,30.66592,32.83384,100.5403,1,12.50444,1282.922,96.5,96.13889
2023/07/01 16:28:49,2_1,0.9808491,0.9089562,0.1401445,0.2922499,0.9187951,20.15007,8.593682,28.08783,0.0149174,1795.744,9.75647,1982.311,11.84265,1039,1192,390,30.66154,32.74135,100.4965,5.952778,16.09541,1332.371,88.33334,86.33334
2023/07/01 17:28:49,2_1,0.9522495,0.8899139,0.160197,0.2842236,0.9313433,20.77212,8.760143,28.10736,0.01163088,1805.923,3.403442,1994.89,5.225464,656,895,106,30.84349,32.20764,100.443,1,12.51029,1412.934,97.08334,97.08334
2023/07/01 18:28:49,2_1,1.115749,1.046339,0.1789129,0.333265,0.9353739,20.86518,8.766382,28.0189,0.01557104,1809.502,6.366211,2000.322,8.665283,1039,1318,170,30.71226,32.62723,100.4025,0.5469444,12.50883,1368.72,92.58334,90.83334
2023/07/01 19:28:49,2_1,1.4423,1.407242,0.2318925,0.4344309,0.9800817,21.10213,8.921671,28.18512,0.02035883,1828.656,25.06604,2022.949,28.9126,1928,2361,844,30.98355,32.06283,100.4252,0,12.50758,1379.218,66.33334,63.72222
2023/07/01 20:28:49,2_1,1.19936,1.185764,0.208719,0.3622879,0.9852616,21.45817,9.246138,28.38573,0.01817906,1852.225,19.3053,2050.402,22.26367,1510,1961,356,30.76658,32.76349,100.4713,0,12.50795,1286.041,88.08334,88.08334
2023/07/01 21:28:49,2_1,1.26905,1.267029,0.231005,0.3841596,0.9984319,21.81796,9.410327,28.59213,0.01516464,1866.448,16.52722,2067.974,20.78027,2005,2102,831,30.76088,32.64355,100.5156,0,12.50788,1457.242,66.38889,65.83334
2023/07/01 22:28:49,2_1,1.018682,0.9895064,0.1916014,0.3065413,0.9704136,22.29362,9.485376,28.71986,0.0122185,1875.322,1.791138,2079.468,2.979248,448,500,169,30.72992,32.86771,100.5421,0,12.50611,1310.863,88.44444,88.44444
2023/07/01 23:28:49,2_1,1.028424,1.044112,0.20319,0.3124684,1.015382,23.11495,9.569518,28.67304,0.01584579,1878.862,4.122192,2084.605,5.7771,633,758,359,30.80667,32.39004,100.5298,0,12.50659,1373.864,85.27778,85.27778
2023/07/02 00:28:49,2_1,1.365472,1.391112,0.2431286,0.4151936,1.018871,23.42996,9.734668,28.63039,0.02049395,1892.069,25.94336,2100.379,30.2417,2393,2433,545,30.70679,33.09536,100.494,0,12.50512,1339.836,80.52778,79.55556
2023/07/02 01:28:49,2_1,1.278143,1.259075,0.2642957,0.385782,0.9866948,23.60293,9.891749,28.57944,0.01393392,1918.485,24.86633,2132.075,30.98486,2978,3061,561,30.7674,32.74029,100.4469,0,12.50968,1299.643,79,77.08334
2023/07/02 02:28:49,2_1,0.9588023,0.9018207,0.232881,0.2865632,0.9352313,23.82389,9.922973,28.37085,0.01389663,1933.819,3.232666,2150.882,3.77002,301,290,318,30.75974,32.59872,100.4436,0,12.50547,1408.144,97.36111,97.36111
2023/07/02 03:28:49,2_1,0.8424228,0.8165026,0.1751469,0.2533824,0.9632257,23.92135,9.92311,28.2804,0.01320325,1935.428,2.296387,2153.283,3.553467,435,527,119,30.70987,32.96334,100.4746,0,12.50612,1272.689,93.08334,93.08334
2023/07/02 04:28:49,2_1,0.9564039,0.9167932,0.1817785,0.2869896,0.9577519,24.07598,9.92311,28.25166,0.01380638,1938.679,5.215576,2157.959,6.978027,697,860,224,30.76513,32.78719,100.4877,0,12.50566,1241.318,88.41666,88.41666
2023/07/02 05:28:49,2_1,0.9518146,0.9019805,0.1915271,0.2849215,0.9456375,24.18899,10.06466,28.27376,0.01763819,1945.632,5.497803,2166.723,6.737061,544,760,346,30.73826,32.73454,100.4964,0,12.50636,1418.495,87.02778,87.02778
2023/07/02 06:28:49,2_1,1.181351,1.137274,0.2010188,0.3548118,0.9613414,24.37882,10.25655,28.3823,0.01388622,1952.198,13.3396,2175.596,17.61548,1744,2202,737,30.74817,32.91835,100.5301,0.4527778,12.50663,1258.825,72.11111,71.36111
2023/07/02 07:28:49,2_1,1.141227,1.093176,0.2050857,0.3423976,0.9545608,24.67786,10.44335,28.57949,0.01195154,1963.383,4.146729,2190.292,5.927979,610,906,300,30.88372,32.51816,100.5898,1,12.50933,1412.65,90.33334,89.80556
2023/07/02 08:28:49,2_1,1.241058,1.231633,0.2304796,0.3751918,0.998999,25.07698,10.61595,28.62561,0.01531613,1973.876,25.05615,2203.397,30.05322,2644,2813,634,30.54388,33.12677,100.6146,15.145,16.06927,1567.05,80.72222,77
2023/07/02 09:28:49,2_1,1.314797,1.225604,0.2545787,0.3922279,0.9332778,25.82247,10.70137,28.4688,0.01445125,2003.086,27.76086,2238.327,33.2854,3072,3420,385,30.72539,34.01809,100.5988,1,12.50319,1447.24,82.66666,81.25
2023/07/02 10:28:49,2_1,0.8696142,0.7855831,0.2067643,0.2577603,0.9012706,25.93384,10.71352,28.34719,0.009859297,2018.7,1.394531,2257.036,1.845215,162,202,274,30.69886,32.81107,100.6036,1,12.50642,1475.746,100,100
2023/07/02 11:28:49,2_1,0.7504295,0.6471872,0.1162931,0.2203939,0.8630371,25.94664,10.71352,28.28731,0.006482658,2019.069,0.7376709,2257.687,1.775391,134,601,280,30.65604,33.3502,100.5888,1,12.50565,1373.389,86.97222,86.97222
2023/07/02 12:28:49,2_1,0.7859672,0.7126307,0.1256148,0.23314,0.9113208,26.16137,10.71352,28.26449,0.007753314,2019.672,0.2489014,2259.21,0.4243164,60,94,52,30.6953,32.16114,100.539,1,12.50854,1497.631,97.91666,97.91666
2023/07/02 13:28:49,2_1,0.7227659,0.6490578,0.1101382,0.2139767,0.898321,26.18313,10.71352,28.16727,0.01066166,2020.089,0.753418,2259.904,1.587158,321,477,250,30.67266,32.34971,100.4646,1,12.50997,1344.654,84.72222,84.72222
2023/07/02 14:28:49,2_1,0.9969733,0.9254541,0.1673106,0.2971574,0.9203544,26.37771,10.81183,28.47465,0.007951524,2021.48,1.114136,2262.891,2.3479,513,566,125,30.67829,32.2816,100.3895,1,12.50384,1463.921,99,99
2023/07/02 15:28:49,2_1,0.8626994,0.8288256,0.1282361,0.2589948,0.9651121,26.58576,10.88529,28.65258,0.00890054,2022.339,1.047974,2264.865,2.194824,298,632,285,30.70287,32.37574,100.3774,1,12.50749,1329.816,84.27778,83.63889
2023/07/02 16:28:49,2_1,0.9288985,0.8978947,0.1178851,0.2792316,0.9681079,26.86762,10.94837,28.8979,0.01013787,2023.546,1.806885,2266.872,2.752686,268,616,444,30.66322,32.33032,100.3558,1,12.50528,1490.987,81.13889,81.13889
2023/07/02 17:28:49,2_1,1.023518,1.004498,0.1136436,0.3086796,0.9810064,27.09932,10.98083,29.06221,0.0130036,2026.986,4.015259,2272.187,6.647461,878,1437,556,30.58595,32.91695,100.307,11.19278,15.73287,1459.598,75.30556,75.30556
2023/07/02 18:28:49,2_1,1.381145,1.365878,0.1396318,0.4172253,0.9848545,27.49542,11.11401,29.25727,0.01428502,2032.948,9.852417,2280.444,12.66846,1296,1424,508,30.73576,32.53505,100.3408,0.5475,12.50503,1330.109,85.69444,85.69444
2023/07/02 19:28:49,2_1,1.658962,1.6689,0.223655,0.5030262,1.006661,28.06934,11.47499,29.40002,0.02019781,2061.012,40.07837,2312.438,44.6189,3001,3024,1026,30.9116,32.26928,100.3542,0,12.50821,1388.281,76.69444,72.08334
2023/07/02 20:28:49,2_1,1.522175,1.487329,0.2673963,0.4586326,0.983251,28.66189,11.66477,29.21967,0.01358802,2087.595,17.86719,2343.885,22.77905,1869,2589,811,30.78391,32.38167,100.4019,0,12.50969,1319.736,75.38889,74.83334
2023/07/02 21:28:49,2_1,0.9145671,0.8941085,0.2047202,0.2755916,0.9754643,28.97696,11.67819,28.85258,0.01484078,2097.727,3.956787,2356.809,5.015137,459,620,191,30.68247,33.14993,100.4983,0,12.51027,1262.917,93.19444,92.25
2023/07/02 22:28:49,2_1,1.244736,1.215593,0.2059209,0.374997,0.9737943,29.56287,11.68305,28.62401,0.01758875,2106.502,14.79541,2367.505,17.65405,1347,1698,544,30.75783,34.56911,100.543,0,12.50958,1327.016,84.88889,83.5
2023/07/02 23:28:49,2_1,1.114749,1.092531,0.2310544,0.336094,0.9812431,29.94079,11.711,28.63235,0.01173143,2116.836,4.78418,2380.448,7.310059,1050,1264,549,30.69724,33.37633,100.593,0,12.50667,1356.821,86.63889,86.63889
2023/07/03 00:28:49,2_1,1.266976,1.253887,0.2246894,0.382797,0.986891,30.72651,11.85879,28.77774,0.01901299,2126.077,19.16943,2392.412,22.59497,1472,2444,1079,30.71399,33.24355,100.6016,0,12.50534,1284.89,58.94444,56.5
2023/07/03 01:28:49,2_1,1.371982,1.363221,0.3116416,0.4148822,0.9944934,32.91467,12.18581,28.72813,0.01431364,2149.259,19.87158,2420.55,25.36182,2646,2738,575,30.73832,32.64281,100.5789,0,12.50758,1443.22,89.27778,88.66666
